UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
2881,3,1235,7,7,114,775,4,19393,2017-07-26,30423,30325,3150,WN,AUS,"Austin, TX",TX,DEN,"Denver, CO",CO,,-4
2882,1,1645,27,5,123,594,3,19790,2017-07-10,30397,31295,1227,DL,ATL,"Atlanta, GA",GA,DTW,"Detroit, MI",MI,,14
2883,3,1215,14,6,204,"1,442",6,19393,2017-07-05,30194,33192,1085,WN,DAL,"Dallas, TX",TX,SMF,"Sacramento, CA",CA,,17
2884,1,830,13,10,172,"1,075",5,20304,2017-07-17,31295,31453,4510,OO,DTW,"Detroit, MI",MI,IAH,"Houston, TX",TX,,342
2885,7,1601,20,24,191,"1,061",5,19805,2017-07-23,34492,30194,173,AA,RDU,"Raleigh/Durham, NC",NC,DFW,"Dallas/Fort Worth, TX",TX,,12
2886,1,1455,8,7,69,341,2,19790,2017-07-17,30397,32448,546,DL,ATL,"Atlanta, GA",GA,JAN,"Jackson/Vicksburg, MS",MS,,-20
2887,1,2130,11,6,135,883,4,19393,2017-07-31,30852,34027,3125,WN,BWI,"Baltimore, MD",MD,PBI,"West Palm Beach/Palm Beach, FL",FL,,-13
2888,3,1926,15,5,288,"2,036",9,19977,2017-07-26,33105,32457,502,UA,CVG,"Cincinnati, OH",KY,SFO,"San Francisco, CA",CA,,178
2889,6,1600,12,5,298,"2,288",10,21171,2017-07-29,30852,32575,97,VX,IAD,"Washington, DC",VA,LAX,"Los Angeles, CA",CA,,-43
2890,6,610,18,21,109,421,2,20304,2017-07-15,34262,32457,5196,OO,PSP,"Palm Springs, CA",CA,SFO,"San Francisco, CA",CA,,-2
2891,1,1026,36,4,105,448,2,20366,2017-07-10,30397,33377,5525,EV,ATL,"Atlanta, GA",GA,MLU,"Monroe, LA",LA,,11
2894,1,600,19,8,325,"2,475",10,19790,2017-07-17,32575,31703,763,DL,LAX,"Los Angeles, CA",CA,JFK,"New York, NY",NY,,-19
2895,3,1216,18,5,48,128,1,20304,2017-07-26,31295,31823,4704,OO,DTW,"Detroit, MI",MI,FWA,"Fort Wayne, IN",IN,,-11
2896,4,2034,29,12,154,780,4,20366,2017-07-13,30397,31703,5397,EV,ATL,"Atlanta, GA",GA,HPN,"White Plains, NY",NY,,37
2898,2,1914,11,7,92,496,2,20409,2017-07-18,30198,30721,1886,B6,PIT,"Pittsburgh, PA",PA,BOS,"Boston, MA",MA,,-3
2899,1,720,16,4,158,"1,045",5,19805,2017-07-17,32467,34819,1341,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,,-9
2900,7,1215,16,6,58,196,1,20304,2017-07-30,30977,31003,5350,OO,ORD,"Chicago, IL",IL,CID,"Cedar Rapids/Iowa City, IA",IA,,-14
2901,3,1640,19,5,119,692,3,20436,2017-07-19,30397,33198,1499,F9,ATL,"Atlanta, GA",GA,MCI,"Kansas City, MO",MO,,-22
2902,1,2216,13,4,68,311,2,19790,2017-07-10,31295,33485,782,DL,DTW,"Detroit, MI",MI,MSN,"Madison, WI",WI,"2,341",175
2903,5,1552,17,13,87,416,2,20304,2017-07-07,33316,30977,2889,OO,OMA,"Omaha, NE",NE,ORD,"Chicago, IL",IL,,26
2904,7,705,16,14,162,985,4,19805,2017-07-09,30194,31454,1009,AA,DFW,"Dallas/Fort Worth, TX",TX,MCO,"Orlando, FL",FL,,0
2905,1,1510,12,5,86,447,2,21171,2017-07-17,32457,33570,958,VX,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,,-6
2906,2,1125,11,5,130,879,4,19393,2017-07-25,30194,30466,3597,WN,DAL,"Dallas, TX",TX,PHX,"Phoenix, AZ",AZ,,-8
2907,5,710,13,3,121,771,4,20366,2017-07-14,31453,35412,4093,EV,IAH,"Houston, TX",TX,TYS,"Knoxville, TN",TN,,-22
2908,6,1355,15,3,110,563,3,20304,2017-07-29,30325,30615,5304,OO,DEN,"Denver, CO",CO,ELP,"El Paso, TX",TX,,5
2909,4,1755,44,3,146,445,2,20366,2017-07-27,31703,31995,3908,EV,EWR,"Newark, NJ",NJ,GSO,"Greensboro/High Point, NC",NC,,34
2910,2,920,12,4,173,"1,222",5,19977,2017-07-11,32211,31453,704,UA,LAS,"Las Vegas, NV",NV,IAH,"Houston, TX",TX,,-16
2911,5,1923,7,6,35,102,1,19690,2017-07-07,32982,32134,164,HA,LIH,"Lihue, HI",HI,HNL,"Honolulu, HI",HI,,-2
2912,3,530,17,8,138,862,4,19977,2017-07-05,31453,30325,1771,UA,IAH,"Houston, TX",TX,DEN,"Denver, CO",CO,,-13
2913,6,2004,18,7,167,"1,028",5,20409,2017-07-01,34027,31703,454,B6,PBI,"West Palm Beach/Palm Beach, FL",FL,JFK,"New York, NY",NY,,91
2914,3,1005,18,8,68,226,1,19790,2017-07-05,30397,31057,2251,DL,ATL,"Atlanta, GA",GA,CLT,"Charlotte, NC",NC,,-11
2916,7,1530,21,7,80,284,2,20304,2017-07-09,31650,31898,4751,OO,MSP,"Minneapolis, MN",MN,GFK,"Grand Forks, ND",ND,,-5
2917,6,1735,18,15,191,"1,235",5,19805,2017-07-15,30194,32575,71,AA,DFW,"Dallas/Fort Worth, TX",TX,LAX,"Los Angeles, CA",CA,,-10
2918,6,650,12,6,133,764,4,19393,2017-07-15,31703,30693,3398,WN,LGA,"New York, NY",NY,BNA,"Nashville, TN",TN,,5
2920,6,1732,16,17,322,"2,311",10,19805,2017-07-15,30852,32575,245,AA,DCA,"Washington, DC",VA,LAX,"Los Angeles, CA",CA,,-23
2921,4,1530,20,17,168,989,4,19805,2017-07-20,34614,30194,1178,AA,SLC,"Salt Lake City, UT",UT,DFW,"Dallas/Fort Worth, TX",TX,,1
2923,5,1450,6,4,85,546,3,19393,2017-07-07,31123,30194,3310,WN,STL,"St. Louis, MO",MO,DAL,"Dallas, TX",TX,,-14
2924,1,1915,13,20,95,425,2,19393,2017-07-31,33495,30397,1274,WN,MSY,"New Orleans, LA",LA,ATL,"Atlanta, GA",GA,,51
2925,6,1857,12,6,251,"1,846",8,19977,2017-07-15,30977,32457,2055,UA,ORD,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,,-19
2926,6,955,20,11,161,"1,024",5,20436,2017-07-15,30559,30325,226,F9,SEA,"Seattle, WA",WA,DEN,"Denver, CO",CO,,-11
2928,5,1835,10,5,90,569,3,19393,2017-07-21,32457,34057,2177,WN,SJC,"San Jose, CA",CA,PDX,"Portland, OR",OR,,301
2929,5,1750,17,9,88,337,2,19805,2017-07-07,34492,34100,1997,AA,RDU,"Raleigh/Durham, NC",NC,PHL,"Philadelphia, PA",PA,"1,827",167
2930,3,1800,22,9,197,"1,310",6,19790,2017-07-19,31650,31454,1844,DL,MSP,"Minneapolis, MN",MN,MCO,"Orlando, FL",FL,,-1
2931,7,1700,18,4,327,"2,556",11,19805,2017-07-09,32575,32134,297,AA,LAX,"Los Angeles, CA",CA,HNL,"Honolulu, HI",HI,,-15
2932,1,1325,18,10,295,"2,409",10,19690,2017-07-17,32134,32457,48,HA,HNL,"Honolulu, HI",HI,OAK,"Oakland, CA",CA,,-19
2933,1,700,6,3,43,222,1,20304,2017-07-24,35041,34614,4660,OO,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,SLC,"Salt Lake City, UT",UT,,-16
2934,1,757,8,4,214,"1,754",8,19977,2017-07-17,30325,30721,599,UA,DEN,"Denver, CO",CO,BOS,"Boston, MA",MA,,-25
2935,6,650,9,13,127,696,3,19393,2017-07-22,31453,30397,2336,WN,HOU,"Houston, TX",TX,ATL,"Atlanta, GA",GA,,8
2936,6,1909,16,5,89,481,2,19790,2017-07-29,30397,34524,1124,DL,ATL,"Atlanta, GA",GA,RIC,"Richmond, VA",VA,,-17
2937,3,830,15,14,176,"1,250",6,19790,2017-07-19,34614,30977,1272,DL,SLC,"Salt Lake City, UT",UT,ORD,"Chicago, IL",IL,,-16
2938,1,636,22,9,247,"1,829",8,19977,2017-07-03,32457,30977,138,UA,SJC,"San Jose, CA",CA,ORD,"Chicago, IL",IL,,-9
2939,1,1721,7,15,118,510,3,20304,2017-07-24,30255,30977,2932,OO,HSV,"Huntsville, AL",AL,ORD,"Chicago, IL",IL,,-10
2940,5,705,20,13,146,861,4,19805,2017-07-07,34100,31454,2096,AA,PHL,"Philadelphia, PA",PA,MCO,"Orlando, FL",FL,,-9
2942,6,1308,15,8,113,588,3,20304,2017-07-22,32896,30466,3032,OO,LBB,"Lubbock, TX",TX,PHX,"Phoenix, AZ",AZ,,1
2943,7,1930,20,3,99,551,3,20366,2017-07-16,30397,30476,5586,EV,ATL,"Atlanta, GA",GA,SHV,"Shreveport, LA",LA,,74
2945,5,805,22,21,100,284,2,20366,2017-07-07,33667,31703,4430,EV,ORF,"Norfolk, VA",VA,EWR,"Newark, NJ",NJ,,9
2946,4,710,14,32,193,"1,121",5,19805,2017-07-27,32467,30194,1002,AA,MIA,"Miami, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,,2
2947,3,600,25,3,78,252,2,20304,2017-07-12,31977,31650,4921,OO,GRB,"Green Bay, WI",WI,MSP,"Minneapolis, MN",MN,,57
2948,7,840,17,5,56,155,1,20304,2017-07-23,31295,31066,4929,OO,DTW,"Detroit, MI",MI,CMH,"Columbus, OH",OH,,-15
2949,5,1315,18,17,161,944,4,19805,2017-07-14,31454,31703,278,AA,MCO,"Orlando, FL",FL,JFK,"New York, NY",NY,,68
2950,7,1925,14,13,113,581,3,19790,2017-07-09,32467,30397,964,DL,FLL,"Fort Lauderdale, FL",FL,ATL,"Atlanta, GA",GA,,-14
2951,3,1414,23,12,100,442,2,19790,2017-07-05,33360,30397,793,DL,MLB,"Melbourne, FL",FL,ATL,"Atlanta, GA",GA,,-13
2952,7,1830,34,4,73,173,1,20409,2017-07-30,31703,33541,1438,B6,JFK,"New York, NY",NY,MVY,"Martha's Vineyard, MA",MA,,-15
2953,4,1140,9,9,278,"2,139",9,19790,2017-07-06,32457,30397,2383,DL,SFO,"San Francisco, CA",CA,ATL,"Atlanta, GA",GA,,3
2954,3,1350,6,4,103,706,3,19393,2017-07-19,33214,33198,1595,WN,SAT,"San Antonio, TX",TX,MCI,"Kansas City, MO",MO,,-18
2956,4,2010,12,7,170,"1,235",5,20416,2017-07-20,32575,30194,868,NK,LAX,"Los Angeles, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,-19
2958,7,1914,10,4,100,571,3,19930,2017-07-30,32523,30299,77,AS,JNU,"Juneau, AK",AK,ANC,"Anchorage, AK",AK,,-13
2959,2,600,13,8,94,425,2,20304,2017-07-18,30135,31295,3520,OO,ABE,"Allentown/Bethlehem/Easton, PA",PA,DTW,"Detroit, MI",MI,,-19
2960,1,1430,11,8,86,447,2,19790,2017-07-17,31066,30397,2401,DL,CMH,"Columbus, OH",OH,ATL,"Atlanta, GA",GA,,-8
2961,6,705,8,4,118,667,3,19393,2017-07-29,34492,31123,4677,WN,RDU,"Raleigh/Durham, NC",NC,STL,"St. Louis, MO",MO,,-6
2962,1,1220,10,4,65,347,2,19393,2017-07-17,30466,30615,504,WN,PHX,"Phoenix, AZ",AZ,ELP,"El Paso, TX",TX,,0
2963,5,1215,15,13,221,"1,391",6,19805,2017-07-28,30194,31703,1294,AA,DFW,"Dallas/Fort Worth, TX",TX,JFK,"New York, NY",NY,,-1
2964,5,1740,17,3,144,872,4,19790,2017-07-28,31650,32441,1495,DL,MSP,"Minneapolis, MN",MN,JAC,"Jackson, WY",WY,,28
2966,7,1630,13,19,179,"1,012",5,20416,2017-07-30,33195,30977,728,NK,TPA,"Tampa, FL",FL,ORD,"Chicago, IL",IL,,-14
2967,1,1605,10,8,159,"1,014",5,19393,2017-07-24,30693,30325,6200,WN,BNA,"Nashville, TN",TN,DEN,"Denver, CO",CO,,55
2968,1,600,9,9,333,"2,457",10,19977,2017-07-31,30852,32457,753,UA,BWI,"Baltimore, MD",MD,SFO,"San Francisco, CA",CA,,-21
2969,7,540,11,6,125,774,4,20366,2017-07-02,31977,30397,5523,EV,GRB,"Green Bay, WI",WI,ATL,"Atlanta, GA",GA,,-14
2971,6,1601,7,6,38,100,1,19690,2017-07-15,33830,32134,335,HA,OGG,"Kahului, HI",HI,HNL,"Honolulu, HI",HI,,7
2972,4,2155,13,4,166,"1,121",5,20409,2017-07-27,30721,31454,1951,B6,BOS,"Boston, MA",MA,MCO,"Orlando, FL",FL,,55
2973,2,1820,16,13,96,462,2,20304,2017-07-04,31775,30977,5377,OO,FSD,"Sioux Falls, SD",SD,ORD,"Chicago, IL",IL,,-15
2974,7,851,13,5,244,"1,749",7,19790,2017-07-23,31295,32211,1622,DL,DTW,"Detroit, MI",MI,LAS,"Las Vegas, NV",NV,,-25
2975,2,2255,21,8,123,692,3,19790,2017-07-11,30397,33198,2363,DL,ATL,"Atlanta, GA",GA,MCI,"Kansas City, MO",MO,,38
2977,1,1220,20,8,117,583,3,19805,2017-07-31,30194,33316,1286,AA,DFW,"Dallas/Fort Worth, TX",TX,OMA,"Omaha, NE",NE,,15
2978,1,1615,29,3,115,587,3,20304,2017-07-24,32457,35041,5886,OO,SFO,"San Francisco, CA",CA,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,,46
2979,7,1102,13,4,74,266,2,20409,2017-07-23,30785,31703,1633,B6,BTV,"Burlington, VT",VT,JFK,"New York, NY",NY,,-7
2981,7,650,8,7,86,484,2,19393,2017-07-02,31123,30397,2444,WN,STL,"St. Louis, MO",MO,ATL,"Atlanta, GA",GA,,-7
2982,1,805,24,15,379,"2,611",11,20409,2017-07-10,30721,32575,287,B6,BOS,"Boston, MA",MA,LAX,"Los Angeles, CA",CA,,-11
2983,2,830,50,4,95,240,1,20304,2017-07-11,30977,31267,2952,OO,ORD,"Chicago, IL",IL,DAY,"Dayton, OH",OH,,41
2984,2,910,24,15,90,200,1,20409,2017-07-25,30721,31703,2379,B6,BOS,"Boston, MA",MA,EWR,"Newark, NJ",NJ,,-2
2985,4,1932,31,3,286,"1,829",8,19977,2017-07-06,30977,32457,1883,UA,ORD,"Chicago, IL",IL,SJC,"San Jose, CA",CA,,12
2986,5,835,23,4,57,143,1,20366,2017-07-07,30397,30208,5541,EV,ATL,"Atlanta, GA",GA,AGS,"Augusta, GA",GA,,-2
2987,5,1035,16,8,89,430,2,20304,2017-07-21,31003,31295,4888,OO,CID,"Cedar Rapids/Iowa City, IA",IA,DTW,"Detroit, MI",MI,,211
2988,5,1745,13,5,155,948,4,20304,2017-07-07,32457,30325,5926,OO,SJC,"San Jose, CA",CA,DEN,"Denver, CO",CO,,-9
2989,1,734,18,5,108,594,3,19790,2017-07-17,30397,32467,1746,DL,ATL,"Atlanta, GA",GA,MIA,"Miami, FL",FL,,2
2990,6,936,18,5,98,503,3,20304,2017-07-08,30397,32951,3560,OO,ATL,"Atlanta, GA",GA,LFT,"Lafayette, LA",LA,,-10
2992,5,1230,13,17,188,"1,352",6,19977,2017-07-07,31648,30977,1166,UA,FCA,"Kalispell, MT",MT,ORD,"Chicago, IL",IL,,85
2993,6,55,13,4,202,"1,620",7,19977,2017-07-01,30325,31703,1479,UA,DEN,"Denver, CO",CO,LGA,"New York, NY",NY,,-13
2994,4,826,15,3,57,231,1,19790,2017-07-13,31295,32337,917,DL,DTW,"Detroit, MI",MI,IND,"Indianapolis, IN",IN,,-19
2995,1,1059,17,6,58,170,1,20304,2017-07-31,31308,30397,4475,OO,DHN,"Dothan, AL",AL,ATL,"Atlanta, GA",GA,,-8
2996,1,930,19,7,126,762,4,19790,2017-07-17,30397,31703,2277,DL,ATL,"Atlanta, GA",GA,LGA,"New York, NY",NY,,-18
2997,6,1625,23,3,161,980,4,19790,2017-07-29,34100,31650,346,DL,PHL,"Philadelphia, PA",PA,MSP,"Minneapolis, MN",MN,,-36
2999,7,1205,8,7,137,"1,012",5,19393,2017-07-09,33316,30852,5110,WN,OMA,"Omaha, NE",NE,DCA,"Washington, DC",VA,,-13
3000,6,1020,31,7,61,74,1,20304,2017-07-29,32884,31295,4927,OO,LAN,"Lansing, MI",MI,DTW,"Detroit, MI",MI,,6
3001,6,1730,12,8,77,337,2,19393,2017-07-15,32457,32575,1088,WN,SFO,"San Francisco, CA",CA,LAX,"Los Angeles, CA",CA,,1
3002,5,1617,13,2,57,247,1,19805,2017-07-14,30194,33214,1524,AA,DFW,"Dallas/Fort Worth, TX",TX,SAT,"San Antonio, TX",TX,,-4
3003,2,2030,9,4,133,909,4,19393,2017-07-11,30325,33192,2115,WN,DEN,"Denver, CO",CO,SMF,"Sacramento, CA",CA,,-12
3004,7,1045,37,6,74,192,1,19977,2017-07-30,32457,34570,781,UA,SFO,"San Francisco, CA",CA,RNO,"Reno, NV",NV,,69
3005,6,1000,10,9,42,100,1,19690,2017-07-08,33830,32134,255,HA,OGG,"Kahului, HI",HI,HNL,"Honolulu, HI",HI,,3
3006,6,1910,19,3,142,850,4,20304,2017-07-15,30325,32575,5527,OO,DEN,"Denver, CO",CO,BUR,"Burbank, CA",CA,,-14
3007,2,1135,17,7,271,"1,979",8,19790,2017-07-18,32575,31295,1343,DL,LAX,"Los Angeles, CA",CA,DTW,"Detroit, MI",MI,,-1
3008,7,1530,20,16,129,721,3,19790,2017-07-09,30194,30397,74,DL,DAL,"Dallas, TX",TX,ATL,"Atlanta, GA",GA,,-12
3012,1,1950,21,17,80,224,1,19805,2017-07-17,31453,30194,2256,AA,IAH,"Houston, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,,6
3013,5,620,10,8,144,956,4,19930,2017-07-21,32575,30559,545,AS,ONT,"Ontario, CA",CA,SEA,"Seattle, WA",WA,,-26
3014,1,2100,6,10,105,696,3,19393,2017-07-17,32457,30559,5765,WN,SJC,"San Jose, CA",CA,SEA,"Seattle, WA",WA,,-8
3015,6,1117,28,7,294,"2,227",9,19977,2017-07-29,32211,31703,1537,UA,LAS,"Las Vegas, NV",NV,EWR,"Newark, NJ",NJ,,7
3016,1,1955,18,10,159,986,4,20416,2017-07-31,30194,31295,734,NK,DFW,"Dallas/Fort Worth, TX",TX,DTW,"Detroit, MI",MI,,8
3017,6,1015,10,4,55,237,1,19393,2017-07-01,33198,31123,4396,WN,MCI,"Kansas City, MO",MO,STL,"St. Louis, MO",MO,,-7
3018,6,1055,37,17,158,733,3,20304,2017-07-15,31703,30977,5540,OO,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,-18
3019,1,1039,17,8,98,533,3,20436,2017-07-10,30325,33198,822,F9,DEN,"Denver, CO",CO,MCI,"Kansas City, MO",MO,,2
3020,2,2159,16,6,79,399,2,20304,2017-07-18,30559,30713,3444,OO,SEA,"Seattle, WA",WA,BOI,"Boise, ID",ID,,-6
3021,4,815,18,11,161,837,4,19805,2017-07-20,33495,30977,2224,AA,MSY,"New Orleans, LA",LA,ORD,"Chicago, IL",IL,,9
3022,6,1045,14,5,241,"1,671",7,19805,2017-07-29,30977,34570,2409,AA,ORD,"Chicago, IL",IL,RNO,"Reno, NV",NV,,28
3023,7,1240,11,11,109,650,3,19393,2017-07-30,33198,30423,5214,WN,MCI,"Kansas City, MO",MO,AUS,"Austin, TX",TX,,-8
3025,1,1215,46,6,187,867,4,19930,2017-07-17,30559,32211,586,AS,SEA,"Seattle, WA",WA,LAS,"Las Vegas, NV",NV,,22
3026,7,600,16,10,83,382,2,20366,2017-07-09,30647,31703,4092,EV,CAK,"Akron, OH",OH,EWR,"Newark, NJ",NJ,,-19
3027,3,2010,11,17,77,224,1,20304,2017-07-19,35380,30977,5180,OO,TVC,"Traverse City, MI",MI,ORD,"Chicago, IL",IL,,-3
3028,4,2010,12,5,138,926,4,19805,2017-07-20,30194,31066,2452,AA,DFW,"Dallas/Fort Worth, TX",TX,CMH,"Columbus, OH",OH,,-6
3029,4,1210,15,5,78,370,2,20304,2017-07-13,30466,34674,3055,OO,PHX,"Phoenix, AZ",AZ,SAF,"Santa Fe, NM",NM,,-11
3030,7,700,11,6,53,160,1,20304,2017-07-09,33785,30466,2891,OO,YUM,"Yuma, AZ",AZ,PHX,"Phoenix, AZ",AZ,,-8
3031,2,647,11,8,149,937,4,20409,2017-07-25,31454,31703,2028,B6,MCO,"Orlando, FL",FL,EWR,"Newark, NJ",NJ,,-9
3032,4,755,16,15,328,"2,343",10,20409,2017-07-27,32575,32467,700,B6,LAX,"Los Angeles, CA",CA,FLL,"Fort Lauderdale, FL",FL,,-2
3033,7,2045,15,10,119,641,3,19805,2017-07-02,30194,30325,446,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,"Denver, CO",CO,,0
3034,6,1355,5,24,90,423,2,19393,2017-07-01,33316,30977,3700,WN,OMA,"Omaha, NE",NE,MDW,"Chicago, IL",IL,,4
3036,5,600,14,7,117,675,3,19393,2017-07-14,34100,30693,401,WN,PHL,"Philadelphia, PA",PA,BNA,"Nashville, TN",TN,,-4
3037,2,1703,12,26,144,760,4,19790,2017-07-11,30397,31703,468,DL,ATL,"Atlanta, GA",GA,JFK,"New York, NY",NY,,36
3040,6,709,11,6,264,"1,754",8,20409,2017-07-01,30721,30325,493,B6,BOS,"Boston, MA",MA,DEN,"Denver, CO",CO,,-17
3041,2,1545,29,4,79,254,2,20366,2017-07-25,31703,34576,5569,EV,LGA,"New York, NY",NY,ROC,"Rochester, NY",NY,,68
3042,2,1715,7,11,58,201,1,20366,2017-07-04,31140,31453,3762,EV,CRP,"Corpus Christi, TX",TX,IAH,"Houston, TX",TX,,-17
3043,7,1405,9,26,118,589,3,20436,2017-07-09,31423,30325,157,F9,DSM,"Des Moines, IA",IA,DEN,"Denver, CO",CO,,-10
3044,2,1910,15,7,185,"1,246",5,19393,2017-07-25,30852,31453,1604,WN,BWI,"Baltimore, MD",MD,HOU,"Houston, TX",TX,,2
3045,2,1526,43,3,89,241,1,20304,2017-07-11,30397,30894,3526,OO,ATL,"Atlanta, GA",GA,GTR,"Columbus, MS",MS,,13
3046,1,750,15,18,190,"1,246",5,21171,2017-07-10,30194,32575,871,VX,DAL,"Dallas, TX",TX,LAX,"Los Angeles, CA",CA,,7
3047,5,1015,20,11,138,888,4,19977,2017-07-28,30325,30977,336,UA,DEN,"Denver, CO",CO,ORD,"Chicago, IL",IL,,-9
3048,2,835,9,3,55,189,1,19393,2017-07-04,30194,30423,1383,WN,DAL,"Dallas, TX",TX,AUS,"Austin, TX",TX,,-2
3049,6,1521,21,15,102,448,2,20366,2017-07-08,30397,30781,5407,EV,ATL,"Atlanta, GA",GA,BTR,"Baton Rouge, LA",LA,,0
3050,6,1855,17,6,171,"1,050",5,19930,2017-07-01,33570,30559,317,AS,SAN,"San Diego, CA",CA,SEA,"Seattle, WA",WA,,-5
3051,7,1455,12,7,156,"1,037",5,19805,2017-07-23,33316,30466,838,AA,OMA,"Omaha, NE",NE,PHX,"Phoenix, AZ",AZ,,-12
3052,4,955,48,8,199,954,4,20304,2017-07-20,32575,30559,5608,OO,LAX,"Los Angeles, CA",CA,SEA,"Seattle, WA",WA,,39
3053,4,1350,35,3,126,632,3,20304,2017-07-13,30977,30434,5769,OO,ORD,"Chicago, IL",IL,AVP,"Scranton/Wilkes-Barre, PA",PA,,1
3054,4,600,13,6,125,763,4,19930,2017-07-13,32211,34057,629,AS,LAS,"Las Vegas, NV",NV,PDX,"Portland, OR",OR,,3
3055,3,2035,116,7,195,447,2,19805,2017-07-05,30194,33495,2469,AA,DFW,"Dallas/Fort Worth, TX",TX,MSY,"New Orleans, LA",LA,,131
3056,3,1230,45,5,148,577,3,19790,2017-07-05,30852,30397,1152,DL,BWI,"Baltimore, MD",MD,ATL,"Atlanta, GA",GA,,30
3057,3,1559,18,9,61,214,1,19790,2017-07-26,30693,30397,2599,DL,BNA,"Nashville, TN",TN,ATL,"Atlanta, GA",GA,,-20
3058,7,1120,14,11,103,534,3,19393,2017-07-16,30852,30397,2564,WN,IAD,"Washington, DC",VA,ATL,"Atlanta, GA",GA,,2
3059,5,800,15,4,110,683,3,19805,2017-07-14,31057,30721,1903,AA,CLT,"Charlotte, NC",NC,PVD,"Providence, RI",RI,,-14
3060,5,1705,81,6,172,680,3,19393,2017-07-28,30325,31650,3541,WN,DEN,"Denver, CO",CO,MSP,"Minneapolis, MN",MN,,118
3061,3,1800,6,28,195,"1,246",5,19393,2017-07-05,32575,30194,3631,WN,LAX,"Los Angeles, CA",CA,DAL,"Dallas, TX",TX,,45
3062,1,2046,24,2,98,507,3,19790,2017-07-31,34614,30466,2468,DL,SLC,"Salt Lake City, UT",UT,PHX,"Phoenix, AZ",AZ,,-5
3063,3,2225,20,10,307,"2,244",9,19805,2017-07-26,33192,31057,476,AA,SMF,"Sacramento, CA",CA,CLT,"Charlotte, NC",NC,,27
3064,4,900,11,22,190,"1,237",5,19393,2017-07-20,33195,34819,2021,WN,TPA,"Tampa, FL",FL,SJU,"San Juan, PR",PR,,9
3066,1,2200,13,4,58,272,2,20304,2017-07-17,34614,34794,7397,OO,SLC,"Salt Lake City, UT",UT,SGU,"St. George, UT",UT,,-14
3067,6,1207,9,10,139,837,4,19977,2017-07-29,33495,30977,430,UA,MSY,"New Orleans, LA",LA,ORD,"Chicago, IL",IL,,-19
3068,2,1430,18,7,231,"1,721",7,19805,2017-07-18,30559,30977,2573,AA,SEA,"Seattle, WA",WA,ORD,"Chicago, IL",IL,,-3
3069,6,1950,17,5,99,496,2,20409,2017-07-29,30721,30198,1985,B6,BOS,"Boston, MA",MA,PIT,"Pittsburgh, PA",PA,,48
3070,2,600,7,5,64,326,2,19977,2017-07-04,30529,30852,271,UA,BDL,"Hartford, CT",CT,IAD,"Washington, DC",VA,,-17
3071,4,1530,23,9,247,"1,855",8,19393,2017-07-13,32457,30977,264,WN,SFO,"San Francisco, CA",CA,MDW,"Chicago, IL",IL,,75
3072,5,1605,18,8,143,852,4,20304,2017-07-14,30194,31650,4853,OO,DFW,"Dallas/Fort Worth, TX",TX,MSP,"Minneapolis, MN",MN,,0
3073,4,720,9,7,61,221,1,19393,2017-07-13,31721,30977,1895,WN,FNT,"Flint, MI",MI,MDW,"Chicago, IL",IL,,-9
3075,3,810,28,17,370,"2,586",11,19790,2017-07-05,31703,32457,459,DL,JFK,"New York, NY",NY,SFO,"San Francisco, CA",CA,,-26
3077,5,625,11,4,140,966,4,19977,2017-07-21,32467,31453,1638,UA,FLL,"Fort Lauderdale, FL",FL,IAH,"Houston, TX",TX,,-25
3078,2,1935,28,3,185,"1,282",6,19790,2017-07-25,30397,30615,2293,DL,ATL,"Atlanta, GA",GA,ELP,"El Paso, TX",TX,,61
3079,3,525,11,4,208,"1,587",7,19393,2017-07-12,30693,32211,1888,WN,BNA,"Nashville, TN",TN,LAS,"Las Vegas, NV",NV,,-22
3080,3,1106,17,4,159,925,4,19977,2017-07-05,30977,31453,1875,UA,ORD,"Chicago, IL",IL,IAH,"Houston, TX",TX,,-7
3081,2,730,12,24,222,"1,546",7,20436,2017-07-18,30325,31454,676,F9,DEN,"Denver, CO",CO,MCO,"Orlando, FL",FL,,-2
3082,4,1630,10,7,137,928,4,19393,2017-07-13,33195,30423,5574,WN,TPA,"Tampa, FL",FL,AUS,"Austin, TX",TX,,12
3083,7,1740,14,14,231,"1,521",7,19790,2017-07-23,30423,31703,2896,DL,AUS,"Austin, TX",TX,JFK,"New York, NY",NY,,123
